timestamp, t, action, reward, new_Q_value, alpha, epsilon
2024-06-17 18:43:47, 1, 3, -2, -6.83720622518428, 0.49247425010840046, 0.9849485002168009
2024-06-17 18:43:47, 2, 4, -3, -7.297474790599104, 0.48054621874040887, 0.9610924374808177
2024-06-17 18:43:47, 3, 1, 0, -5.860351584312836, 0.4654947189572098, 0.9309894379144196
2024-06-17 18:43:47, 4, 6, -5, -8.046259122352755, 0.4480204688488093, 0.8960409376976186
2024-06-17 18:43:47, 5, 4, -3, -7.841694147861197, 0.42856668758921823, 0.8571333751784365
2024-06-17 18:43:47, 6, 4, -3, -8.137348297331883, 0.40743923658886183, 0.8148784731777237
2024-06-17 18:43:47, 7, 3, -2, -7.118204653262718, 0.38486198691406326, 0.7697239738281265
2024-06-17 18:43:47, 8, 0, -1, -6.204810936827764, 0.36100592417808014, 0.7220118483561603
2024-06-17 18:43:47, 9, 0, -1, -6.326620835417506, 0.3360059241780801, 0.6720118483561602
2024-06-17 18:43:47, 10, 1, 0, -5.769524600898508, 0.3099711070491245, 0.619942214098249
2024-06-17 18:43:47, 11, 4, -3, -8.234612522774025, 0.2829915758979339, 0.5659831517958678
2024-06-17 18:43:47, 12, 5, -4, -6.888165096950518, 0.255142992090263, 0.510285984180526
2024-06-17 18:43:47, 13, 5, -4, -7.4754266882584055, 0.22648979119830703, 0.45297958239661407
2024-06-17 18:43:47, 14, 2, -1, -6.094808625467317, 0.197087509721915, 0.39417501944383
2024-06-17 18:43:47, 15, 2, -1, -6.159304680153234, 0.16698451015551688, 0.33396902031103376
2024-06-17 18:43:47, 16, 6, -5, -8.377934117230552, 0.13622328712106002, 0.27244657424212004
2024-06-17 18:43:47, 17, 1, 0, -5.739280327584279, 0.10484147449347737, 0.20968294898695475
2024-06-17 18:43:47, 18, 5, -4, -7.619487843138255, 0.07287263446965665, 0.1457452689393133
2024-06-17 18:43:47, 19, 1, 0, -5.727702223537371, 0.04034688457805712, 0.08069376915611425
2024-06-17 18:43:47, 20, 2, -1, -6.161360946224595, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 21, 1, 0, -5.725614074504908, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 22, 1, 0, -5.723526686749169, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 23, 0, -1, -6.327428208862398, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 24, 1, 0, -5.721440059992615, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 25, 2, -1, -6.163358842277527, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 26, 1, 0, -5.719354193957807, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 27, 1, 0, -5.71726908836741, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 28, 0, -1, -6.328186350089434, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 29, 2, -1, -6.165313279246627, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 30, 1, 0, -5.715184742944189, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 31, 1, 0, -5.713101157411009, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 32, 1, 0, -5.711018331490837, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 33, 2, -1, -6.167210167686314, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 34, 0, -1, -6.328895665460475, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 35, 1, 0, -5.708936264906741, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 36, 1, 0, -5.70685495738189, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 37, 1, 0, -5.704774408639553, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 38, 2, -1, -6.169049974544208, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 39, 1, 0, -5.7026946184031, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 40, 0, -1, -6.329542151964852, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 41, 1, 0, -5.700615586396005, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 42, 1, 0, -5.698537312341837, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 43, 2, -1, -6.170833163311473, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 44, 1, 0, -5.69645979596427, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 45, 1, 0, -5.694383036987079, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 46, 1, 0, -5.692307035134139, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 47, 0, -1, -6.330111971630882, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 48, 3, -2, -7.120315419633778, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 49, 1, 0, -5.690231790129423, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 50, 2, -1, -6.172545819174358, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 51, 1, 0, -5.688157301697007, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 52, 1, 0, -5.6860835695610685, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 53, 1, 0, -5.684010593445884, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 54, 1, 0, -5.681938373075831, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 55, 2, -1, -6.174188540267041, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 56, 1, 0, -5.679866908175388, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 57, 0, -1, -6.330591465841803, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 58, 1, 0, -5.677796198469132, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 59, 1, 0, -5.675726243681742, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 60, 1, 0, -5.6736570435379985, 0.007291402209709141, 0.014582804419418283
2024-06-17 18:43:47, 61, 1, 0, -5.67158859776278, 0.007291402209709141, 0.014582804419418283
